"UB-6041 (CasD182)","UB-6038 (CasD183)","UB-4960 (BuD391B)","UB-4959 (BuD391A)","UB-4511 (EH090)","UB-4512 (EH091)","MelSG077","UB-4885 (MelSG078)","UB-4884 (MelSG079)","UB-4882 (MelSG080)","UB-6476 (BuD339)","UB-4734 (MH105c)","UB-4732 (MH094)","UB-4890 (MelSG075)","UB-4728 (MH064)","UB-4733 (MH095)","UB-6473 (BuD250)","UB-4735 (Ber022)","UB-4739 (Ber134/1)","UB-4836 (WG27)","UB-6472 (BuD222)","UB-6037 (CasD134)","UB-4888 (MelSG089)","UB-6040 (CasD053)","UB-4707 (EH079)","UB-6035 (CasD096)","UB-4975 (AstCli12)","UB-4984 (Lec018)","UB-4835 (ApD134)","UB-4729 (MH068)","UB-6034 (CasD120)","UB-4705 (WHes123)","UB-6033 (WHes113)","UB-4709 (EH014)","UB-4708 (EH083)","UB-5208 (ApD107)","UB-4077 (But4275)","UB-4965 (ApD117)","UB-4889 (MelSG069)","UB-4963 (SPTip208)","UB-6032 (SPTip073)","UB-6036 (CasD013)","UB-4887 (MelSG082)","UB-4964 (Cod30)","UB-4883 (MelSG095)","UB-4042 (But1674)","UB-4552 (MaDE3)","UB-4507 (Lec187)","UB-4706 (WHes118)","UB-4502 (Lec138)","UB-4504 (Lec179)","UB-4910 (BloodH22)","UB-4506 (Lec172/2)","MaDE1 & E2","UB-4554 (MaDF2)","UB-4549 (MaDC7)","UB-4553 (MaDD10)","UB-6042 (CasD088)","UB-4501 (Lec014)","UB-4503 (Lec148)","SUERC-51539 (ERL G353)","SUERC-51548 (ERL G210)","SUERC-51553 (ERL G116)","SUERC-39108 ERLK G322","SUERC-39109 ERL G362","SUERC-39112 ERL G405","SUERC-51560 ERL G038","SUERC-39091 (ERL G003)","SUERC-39092 (ERL G005)","SUERC-39113 (ERL G417)","SUERC-51549 (ERL G195)","SUERC-51543 (ERL G281)","SUERC-51551 (ERL G193)","SUERC-51552 (ERL G107)","SUERC-39100 (ERL G266)","SUERC-51550 (ERL G254)","SUERC-39096 (ERL G112)"
562.203,626.32,528.911,639.978,556.197,662.61,590.189,597.416,616.902,647.001,535.55,527.017,541.725,536.314,579.281,541.143,538.663,537.302,528.735,544.229,550.612,563.76,551.453,557.226,570.415,563.204,558.754,606.062,566.339,556.705,561.673,587.06,574.232,613.009,608.99,635.088,572.937,560.686,587.064,644.257,646.594,630.225,619.917,636.503,618.513,618.937,653.634,645.756,612.151,647.22,651.169,654.063,667.593,653.052,657.999,660.295,667.82,664.074,666.621,666.073,639.034,670.464,654.878,540.199,538.868,545.912,550.175,530.678,538.782,552.012,601.843,568.822,584.676,647.127,577.613,651.338,627.616
555.707,599.029,535.312,660.407,560.331,661.379,564.238,597.893,645.64,658.108,537.754,547.445,544.38,541.739,563.985,543.174,545.283,545.393,530.682,558.834,539.203,554.625,533.823,546.855,572.587,570.598,571.574,601.92,594.22,574.382,555.377,572.403,583.713,567.582,603.907,591.441,572.149,594.371,594.871,651.318,622.443,645.518,616.39,647.968,647.69,652.425,651.99,618.569,640.27,646.718,653.122,653.358,667.857,659.797,656.053,663.823,662.319,663.353,661.967,665.416,635.256,666.833,651.621,528.317,545.744,536.622,539.687,538.422,527.214,551.471,603.355,580.804,624.151,651.391,581.634,641.438,601.661
555.817,610.116,536.559,648.065,592.886,646.007,580.654,617.924,640.319,659.698,534.102,534.082,548.453,558.824,605.882,533.342,540.949,529.455,548.834,532.4,547.875,552.536,571.23,558.442,554.28,545.804,601.342,576.904,571.485,554.673,587.819,593.847,555.607,558.934,585.505,590.523,562.532,582.866,556.952,645.039,638.56,637.708,654.883,642.649,649.366,645.159,657.694,617.031,641.089,660.191,653.127,621.431,655.814,657.797,667.479,664.203,669.887,660.128,670.818,671.26,638.996,666.595,659.242,536.204,538.771,536.497,550.951,536.013,528.983,553.591,603.4,552.882,610.667,639.113,569.644,646.632,604.786
563.24,617.855,538.635,634.905,575.694,668.409,564.742,604.113,645.515,659.298,538.861,545.396,547.576,545.121,637.157,535.794,541.899,544.666,558.03,550.139,554.451,551.162,565.594,560.604,557.791,549.624,552.706,600.499,578.247,550.944,567.706,587.661,579.578,584.179,591.431,606.747,590.31,603.795,621.627,635.958,634.663,598.774,653.803,652.773,614.456,642.572,652.544,667.981,621.349,642.24,655.644,656.116,657.122,655.342,656.523,664.32,660.179,667.655,661.514,670.645,606.681,665.073,653.938,537.393,549.744,548.723,541.379,531.695,535.319,562.039,583.943,576.125,614.344,612.787,581.319,634.176,583.968
560.102,576.671,530.657,654.326,557.344,658.395,563.326,613.918,645.331,656.022,538.329,531.465,603.547,563.823,572.233,534.717,550.147,540.171,562.366,544.022,547.051,548.032,579.422,553.675,544.607,549.357,564.644,598.874,564.258,566.586,559.324,567.134,576.414,579.297,569.939,607.295,636.56,557.972,610.664,633.461,624.741,644.876,645.169,642.982,626.892,622.545,653.023,656.203,619.808,656.008,659.997,655.435,651.692,658.889,664.095,670.731,669.738,668.936,671.018,665.84,597.093,670.95,655.004,534.668,539.798,546.405,542.193,530.836,540.948,558.104,592.296,599.992,612.175,627.762,579.87,620.152,613.161
572.063,596.025,528.988,621.119,561.391,660.254,586.817,607.078,651.227,657.032,540.877,528.189,537.222,539.704,593.054,535.295,536.74,533.358,551.851,536.479,550.104,534.736,553.11,574.715,547.773,570.7,560.436,554.898,587.61,594.808,565.007,574.722,568.178,595.794,590.937,581.054,583.748,558.45,600.589,649.963,644.666,621.823,639.389,645.05,591.557,618.006,650.476,652.736,648.709,631.508,661.048,661.496,658.442,654.234,658.608,671.718,670.536,667.222,650.937,665.967,593.825,666.188,658.53,543.795,540.831,541.035,560.038,526.847,526.844,565.206,582.838,617.741,647.565,639.749,576.655,622.199,606.042
548.244,584.461,527.843,614.284,559.927,662.923,579.926,615.921,640.644,643.996,540.799,523.699,544.063,546.087,582.978,522.983,542.111,544.394,563.911,542.147,551.505,549.917,571.805,554.364,558.052,566.017,545.299,565.78,548.396,594.285,568.783,575.206,578.299,586.814,576.525,629.531,584.51,596.032,584.195,642.929,600.188,630.419,639.178,636.48,632.187,597.863,656.812,621.698,655.142,620.155,653.658,657.737,666.848,655.691,662.897,661.473,666.547,669.003,660.493,666.277,613.216,656.483,664.251,536.115,545.224,537.742,548.739,532.751,529.415,570.852,584.488,563.323,595.045,640.883,600.156,624.181,601.684
580.172,615.348,533.595,642.359,575.756,663.745,571.712,605.424,609.592,660.463,528.829,539.939,551.926,534.965,569.661,533.211,538.478,562.222,556.54,546.71,568.044,564.979,575.722,553.764,552.648,566.453,578.951,544.961,586.388,583.799,567.043,590.131,555.821,566.293,624.78,590.442,584.342,636.493,585.318,631.205,638.644,583.489,620.375,643.766,595.582,649.71,657.65,651.764,647.261,632.525,660.986,657.072,660.446,655.494,662.989,656.051,658.743,661.777,666.131,661.797,622.035,663.508,655.181,540.583,541.069,545.585,565.233,547.865,544.369,567.881,578.888,588.165,583.775,603.928,575.63,651.484,621.256
564.436,634.965,530.428,607.272,602.076,653.196,569.237,576.48,614.984,645.593,536.086,540.084,545.219,568.5,592.943,536.705,542.899,533.24,559.515,544.763,550.225,549.413,569.57,550.229,592.506,563.176,562.106,583.418,573.282,575.783,575.977,608.059,592.319,555.146,564.282,589.923,605.244,569.097,597.901,619.595,639.262,621.896,616.489,632.224,662.202,636.52,658.08,654.279,649.227,646.75,669.94,657.238,653.56,655.148,667.583,669.243,666.35,665.635,659.561,673.967,578.684,655.52,666.372,539.59,537.342,539.51,540.137,541.309,533.534,550.54,574.144,575.542,649.52,613.499,560.779,623.124,590.82
599.692,625.144,531.172,627.311,578.283,662.733,571.595,602.374,641.395,651.962,537.657,533.813,537.183,540.932,560.046,533.556,543.899,546.915,538.593,549.967,531.539,549.381,564.526,574.934,538.199,568.961,551.389,585.587,586.346,560.467,567.974,578.573,562.784,559.212,579.954,607.195,592.363,636.981,566.246,632.437,608.398,622.302,595.186,648.217,632.625,651.212,650.232,644.686,646.373,647.732,628.765,658.507,651.431,659.902,661.833,664.89,673.591,660.02,673.59,664.112,610.442,665.805,655.959,535.988,546.677,544.952,556.762,538.064,539.817,560.481,595.721,600.498,631.163,648.48,601.807,646.222,635.382
558.937,627.169,541.2,644.037,585.637,664.942,572.124,576.641,649.61,655.043,530.852,530.746,540.861,553.148,578.243,529.607,537.469,540.664,530.688,534.315,537.166,547.185,563.247,560.178,557.27,576.386,591.727,590.847,597.464,568.585,599.684,572.867,608.669,546.387,573.667,585.801,603.188,554.568,592.585,641.714,648.835,647.115,618.996,637.734,648.527,617.893,656.579,635.455,617.702,653.082,628.76,660.096,663.751,657.72,662.706,663.732,660.347,663.678,670.117,665.702,593.142,670.5,662.567,533.828,545.492,543.668,537.705,531.117,533.251,561.481,604.061,596.042,629.079,627.702,585.201,646.246,631.904
567.173,640.944,534.657,631.825,559.754,653.806,597.171,599.331,640.137,661.989,529.488,539.483,546.306,543.983,576.578,536.209,559.171,547.421,548.652,535.814,558.449,551.692,553.679,574.34,566.403,567.818,595.414,579.154,599.296,591.726,583.697,576.273,597.987,560.367,605.189,590.681,616.514,592.987,587.092,646.403,624.552,615.73,633.489,636.255,627.011,638.533,664.837,614.894,618.693,643.279,651.169,651.657,660.713,663.264,662.965,664.175,660.163,658.998,669.598,666.499,595.897,655.792,667.882,529.367,533.664,528.897,553.552,528.294,528.441,566.512,563.14,581.428,641.71,634.302,595.009,611.108,587.127
567.763,621.921,528.568,632.429,596.833,661.731,562.426,575.138,639.207,653.443,530.666,524.861,545.293,564.166,569.218,526.567,541.843,542.685,544.168,532.156,540.936,547.515,556.257,554.504,568.474,557.074,579.457,580.587,564.796,567.562,557.329,558.617,620.106,569.093,576.154,606.82,567.876,585.318,590.51,642.61,620.906,640.282,644.585,632.395,589.609,653.309,653.234,635.971,631.001,648.871,657.58,657.02,667.782,662.615,661.279,663.952,662.887,661.16,664.744,662.177,596.067,666.937,666.284,527.953,543.855,548.38,532.464,532.951,544.261,555.464,573.668,604.063,577.799,626.797,599.796,653.088,622.775
565.717,609.021,520.131,608.764,601.625,663.93,583.501,589.381,632.141,647.066,522.786,518.118,536.151,537.794,593.213,530.068,541.39,542.766,537.248,553.42,564.081,549.146,554.106,557.295,548.318,555.496,563.42,572.532,592.93,554.549,569.864,597.343,557.435,633.613,575.666,556.485,565.392,596.059,641.575,603.385,640.37,645.933,631.846,638.807,596.588,641.721,659.556,625.693,650.672,654.355,655.447,657.489,660.211,669.251,657.723,661.758,670.036,672.513,662.285,677.559,584.803,661.19,654.582,525.238,537.879,546.039,547.455,520.705,527.719,569.896,578.935,601.963,613.288,619.232,612.539,656.602,640.796
563.999,587.383,531.382,630.293,572.024,659.896,565.642,624.086,630.422,648.611,541.977,541.518,549.692,548.778,579.598,534.848,536.575,551.963,545.716,561.169,540.461,545.011,552.967,546.172,544.247,548.297,552.237,592.185,575.341,578.125,582.612,558.769,564.417,595.2,600.787,589.174,582.003,642.815,636.137,622.25,649.565,625.678,646.057,646.185,623.279,656.439,666.498,650.948,622.93,650.184,656.734,652.093,650.83,655.904,660.432,663.444,666.571,668.879,674.227,669.833,642.752,669.063,663.689,539.934,536.714,541.588,557.95,532.868,531.415,548.274,599.319,590.848,625.791,636.997,558.236,632.098,611.859
595.755,614.42,538.673,638.547,573.974,666.836,569.87,594.299,624.044,653.736,532.439,553.222,548.536,553.646,584.647,533.825,555.7,530.34,538.911,543.023,542.408,562.259,549.946,560.836,553.81,571.279,558.659,597.216,562.396,572.762,560.566,601.915,560.019,596.845,588.249,593.889,590.329,583.52,619.105,633.323,610.092,616.094,637.05,643.183,618.541,653.852,654.014,648.014,644.635,626.424,653.001,656.56,665.003,660.676,664.453,662.505,665.057,668.252,662.623,671.811,623.122,666.273,661.96,552.797,530.038,533.617,550.231,526.835,538.84,549.534,570.547,596.352,634.414,627.187,592.113,624.692,619.314
566.105,613.58,533.421,642.103,593.972,666.889,569.025,616.197,637.944,657.326,530.428,543.324,537.606,530.421,592.524,535.802,541.529,544.632,544.628,540.653,562.461,558.324,551.298,549.543,550.692,568.706,548.659,572.64,560.399,574.285,572.706,572.722,607.753,573.46,596.126,557.879,602.741,588.459,582.27,613.615,605.609,615.369,620.71,660.159,627.507,630.631,636.941,639.075,649.256,629.045,655.232,661.9,657.354,664.533,655.944,664.841,666.498,662.087,667.911,662.738,605.197,667.678,662.189,527.977,528.476,550.036,549.995,534.024,530.664,558.927,594.769,606.668,639.788,629.218,556.267,630.385,630.736
561.241,618.529,530.153,628.523,549.905,671.997,565.011,611.002,644.165,653.624,537.443,536.793,541.045,572.169,583.394,536.701,533.109,538.769,531.281,527.925,571.258,540.291,556.961,564.197,550.422,558.032,553.451,569.911,559.597,597.431,571.783,576.757,577.921,550.644,597.646,573.887,581.641,603.493,598.787,615.946,643.177,623.064,637.74,633.645,651.337,645.293,648.686,620.938,653.578,642.064,656.132,655.46,641.328,654.283,667.899,666.183,665.902,669.681,658.19,672.213,630.104,660.141,658.105,536.326,547.433,550.605,559.813,526.726,527.739,557.587,605.405,607.355,627.417,613.197,598.931,629.83,637.658
567.491,618.109,526.821,614.666,585.206,663.154,578.724,589.996,650.557,653.698,528.199,536.229,543.385,545.026,552.563,539.124,528.297,552.675,529.634,530.477,553.622,547.031,541.953,536.84,557.027,562.841,578.577,586.931,559.523,554.52,592.844,572.763,572.431,602.201,580.085,613.402,560.904,598.97,587.218,625.496,641.985,621.813,650.665,645.412,638.489,638.238,651.908,615.061,652.301,638.441,662.958,661.797,654.488,657.247,656.701,655.537,658.942,660.346,665.114,665.502,644.326,668.992,667.87,541.234,533.875,544.386,560.929,535.28,533.602,545.835,578.061,596.869,602.705,649.285,582.639,655.781,586.857
551.773,607.456,533.668,604.81,584.864,661.807,610.406,625.749,626.348,649.998,533.049,535.332,539.826,556.981,558.312,536.61,547.986,531.482,541.781,545.75,553.454,561.954,549.629,548.833,548.846,549.896,554.335,577.434,579.733,572.511,586.645,590.401,597.733,577.03,586.675,595.912,609.289,593.957,597.436,626.718,647.987,632.86,623.556,649.203,634.891,637.49,664.392,630.485,650.686,616.095,642.988,652.197,653.675,671.556,666.003,667.756,658.045,663.854,662.852,670.439,626.66,661.968,666.739,534.978,536.923,529.722,540.706,531.34,538.3,560.978,606.183,561.903,586.379,636.483,590.996,648.764,612.325
573.801,627.643,538.091,645.732,553.35,670.439,577.54,609.691,644.855,648.564,541.516,535.648,540.152,546.166,573.324,535.858,542.284,546.408,534.838,553.879,567.271,554.248,574.519,555.175,553.43,554.535,579.686,603.283,568.258,556.239,569.505,586.909,554.545,597.645,567.187,641.357,616.517,595.716,630.309,630.574,612.227,633.598,616.414,629.017,649.762,642.906,656.369,643.691,624.889,660.315,636.366,658.507,657.906,665.161,665.655,664.807,668.316,667.801,660.237,660.499,630.296,661.394,662.517,542.492,542.87,542.831,543.976,531.868,536.694,554.154,613.145,601.156,650.307,596.154,600.881,641.426,623.543
567.757,621.329,527.378,642.327,556.552,666.546,588.602,591.836,628.697,633.966,536.553,542.1,541.818,538.14,567.347,530.791,543.274,559.392,551.755,545.995,542.892,540.36,574.368,564.318,565.701,575.834,545.597,571.198,548.979,547.044,555.298,591.085,597.049,596.979,585.233,548.369,604.886,584.936,602.572,629.609,631.021,630.952,648.438,639.931,615.258,623.779,654.926,657.328,634.15,614.78,653.67,655.692,664.125,656.997,665.26,652.789,658.088,664.319,662.799,664.337,577.958,666.662,659.589,526.845,534.942,546.377,549.671,528.588,543.841,565.174,583.671,597.254,639.141,636.339,624.395,607.624,599.135
547.824,619.979,530.705,635.218,574.887,652.947,589.363,610.093,614.566,628.7,543.284,546.817,548.865,548.167,595.379,543.135,533.076,552.933,551.627,551.234,551.713,562.721,556.707,557.147,566.574,560.411,545.999,565.813,579.974,557.194,562.957,591.319,600.736,579.779,568.725,595.665,564.854,621.754,600.898,598.357,651.884,640.117,627.047,643.987,639.948,654.634,660.297,608.007,620.064,658.127,657.946,652.714,651.302,649.802,663.235,662.742,652.349,663.815,665.582,661.499,604.007,661.408,652.09,533.727,542.964,531.301,552.278,536.631,533.051,558.465,602.486,573.461,606.049,623.261,575.02,624.692,582.399
568.51,597.685,529.621,642.702,591.051,649.819,582.07,611.436,656.51,662.442,532.058,535.604,549.345,539.296,580.231,528.618,539.97,542.691,542.957,549.561,539.706,553.811,556.072,549.539,555.106,550.563,567.874,572.898,566.841,596.22,581.343,562.402,589.943,629.53,589.498,547.083,594.092,585.287,638.234,637.114,660.382,616.963,600.597,649.353,619.137,605.755,648.387,656.599,619.105,604.617,652.29,659.446,661.557,659.39,659.878,668.316,668.014,667.823,665.256,665.21,578.637,666.615,657.312,538.374,535.623,543.644,540.513,533.509,533.263,538.434,590.024,548.461,630.915,625.533,585.552,651.158,605.67
555.489,591.806,529.168,615.906,582.852,657.622,597.535,605.61,650.486,651.423,539.385,536.665,541.63,543.599,577.086,538.563,534.644,540.189,550.299,542.978,547.154,553.371,540.793,548.913,555.637,557.235,601.411,574.594,571.514,573.409,603.398,582.305,560.32,590.744,594.934,607.594,570.572,604.516,635.563,626.321,636.232,631.495,616.228,652.75,635.394,645.047,657.088,650.776,633.436,652.303,636.934,650.676,661.241,656.409,661.566,663.658,668.336,665.652,668.94,663.688,587.84,654.217,659.789,538.037,530.998,538.214,539.858,538.799,542.344,553.383,593.762,594.093,634.758,624.556,591.56,630.565,630.073
556.005,638.286,534.831,649.658,597.803,650.4,577.44,606.109,633.088,652.879,534.562,531.307,537.524,542.902,576.472,539.114,537.624,532.051,557.35,544.979,539.564,540.888,535.008,579.503,543.131,556.056,554.848,570.131,555.302,567.357,604.124,568.654,582.324,568.283,567.988,573.718,615.563,577.184,626.187,623.018,631.91,620.748,622.422,633.468,642.071,628.989,647.843,652.444,646.703,612.086,651.072,663.021,654.795,653.932,672.394,663.534,656.598,664.744,663.113,671.807,575.508,657.421,655.87,536.849,542.986,539.857,539.081,528.468,535.712,562.417,586.019,596.104,645.441,657.631,583.091,625.905,581.233
580.361,616.679,537.777,630.218,570.915,654.685,587.183,609.782,647.765,655.781,533.173,530.39,529.618,542.823,610.323,528.028,550.747,536.858,560.732,548.552,540.644,548.388,555.481,563.8,550.036,562.322,546.996,560.305,597.078,575.995,594.502,579.827,552.038,580.512,631.008,592.013,608.531,595.181,602.327,633.992,648.78,623.591,619.526,634.149,616.881,643.022,609.507,609.055,651.32,652.975,653.307,663.953,663.929,661.475,671.036,661.432,670.194,674.197,670.452,655.86,589.979,662.25,657.727,539.865,535.498,543.245,533.277,533.563,535.076,551.049,583.481,591.787,631.854,643.063,585.048,647.066,596.515
548.676,596.039,533.502,603.865,589.165,657.939,563.9,580.052,647.384,656.859,537.789,541.788,547.276,534.512,622.391,537.534,534.232,537.504,541.752,542.342,549.304,543.587,546.81,601.579,553.773,563.649,567.402,569.743,596.118,578.39,564.968,591.708,553.558,555.797,587.118,590.023,587.519,583.235,643.587,587.998,628.634,606.035,631.125,651.525,641.474,614.399,664.731,642.889,641.113,652.306,631.871,649.513,662.877,659.325,665.68,665.981,662.54,660.913,670.937,654.466,584.114,656.203,656.234,533.436,535.403,531.439,550.887,531.028,536.153,549.29,614.404,599.437,651.454,621.776,587.859,647.543,611.481
555.64,586.511,533.431,621.697,578.104,660.141,603.335,605.405,645.918,655.054,540.504,540.086,547.492,545.499,550.614,545.315,535.61,535.032,550.411,540.769,554.042,544.441,554.758,560.593,580.922,551.446,554.759,558.961,564.028,550.894,589.096,555.904,584.608,571.491,565.543,587.091,571.168,594.979,639.721,641.95,645.527,614.043,636.304,631.76,649.05,654.048,634.123,649.196,625.12,647.575,655.284,654.292,667.42,661.054,668.259,659.262,670.297,666.781,667.888,660.529,643.753,657.494,670.014,529.526,540.358,545.202,553.88,535.666,542.826,570.211,597.543,594.972,568.957,631.603,605.878,648.488,636.544
554.475,639.873,531.757,631.98,544.079,665.076,597.89,628.05,649.172,658.731,531.799,547.753,566.211,560.099,591.122,530.314,539.192,546.077,559.445,537.039,545.247,549.109,540.273,550.51,565.001,558.36,551.48,564.011,586.647,563.052,572.572,564.704,562.13,576.568,598.023,590.838,584.182,571.478,617.587,623.22,646.014,613.479,583.236,634.064,624.012,608.576,659.548,622.374,640.559,627.118,664.583,661.498,663.853,657.689,660.94,664.874,669.876,666.134,669.529,664.72,641.388,657.137,660.406,544.879,533.339,539.123,573.089,534.417,534.166,553.444,572.582,576.65,592.7,631.383,600.191,628.73,617.29
582.285,609.724,532.912,640.065,559.772,657.653,570.444,601.646,641.509,652.953,535.007,541.736,549.381,580.315,561.441,529.847,528.385,542.983,535.217,552.342,542.441,562.47,536.068,556.287,557.094,550.904,567.021,558.555,560.851,565.821,568.2,552.829,551.683,591.977,591.571,598.583,564.939,588.278,585.287,620.888,617.828,621.404,631.972,652.785,648.722,645.971,655.245,638.554,655.209,640.812,661.136,657.681,652.853,666.836,670.927,666.85,665.711,667.995,661.775,668.962,631.727,657.945,668.522,536.061,529.864,546.059,543.799,530.567,543.154,543.346,585.944,593.442,618.421,612.292,575.565,644.121,615.254
557.408,580.037,535.15,647.995,555.307,656.446,570.55,604.831,646.938,651.419,530.944,538.147,541.72,562.414,582.055,528.066,534.823,544.074,536.495,566.586,554.373,560.054,543.965,554.776,553.72,591.954,561.437,587.754,571.519,558.086,555.111,580.991,557.912,597.304,575.809,591.662,608.122,613.779,640.299,636.894,612.802,619.092,620.979,645.115,611.026,611.048,655.126,646.145,653.169,645.924,655.966,659.995,668.584,657.065,665.751,664.888,667.842,672.504,666.015,660.636,627.905,661.64,662.537,539.081,546.214,546.625,534.192,531.287,541.115,570.974,596.412,600.637,602.555,606.759,600.565,629.183,641.093
547.843,619.959,529.359,637.316,562.158,665.828,579.024,584.95,652.546,655.234,528.948,535.287,554.357,593.487,580.989,525.832,544.24,555.666,525.149,541.427,541.463,543.137,547.913,557.144,551.053,557.337,590.131,554.603,570.36,558.344,631.211,571.909,575.624,567.928,563.262,588.867,589.511,589.871,594.675,621.07,634.327,609.494,644.848,629.94,638.546,624.04,660.372,634.549,641.201,649.522,659.455,650.589,662.395,664.629,664.59,662.83,655.242,665.467,666.842,663.953,573.215,667.905,655.414,529.123,547.074,544.242,544.386,536.032,534.875,544.466,604.773,599.22,623.728,623.6,588.95,644.065,617.445
